0,0.050814
43,0.082831
85,0.044095
128,0.084315
170,0.04697
213,0.078846
255,0.053517
297,0.070612
340,0.064799
383,0.055017
425,0.07919
468,0.045705
510,0.084049
553,0.044439
595,0.080768
638,0.050783
680,0.071705
723,0.064314
765,0.058986
808,0.076096
851,0.046939
893,0.082831
936,0.044298
978,0.082893
1021,0.049298
1063,0.076159
1106,0.058814
1148,0.062158
1191,0.070737
1233,0.051283
1276,0.081877
1318,0.044439
1361,0.084534
1403,0.045455
1446,0.078784
1488,0.05322
1531,0.067861
1573,0.068455
1616,0.054845
1658,0.079502
1701,0.045173
1744,0.084393
1786,0.044392
1829,0.080206
1871,0.05272
1915,0.062549
1957,0.071533
2000,0.048501
2043,0.083034
2085,0.044173
2129,0.081315
2171,0.054658
2214,0.06794
2257,0.068596
2300,0.050392
2342,0.081893
2385,0.043314
2428,0.082018
2471,0.053705
2514,0.068815
2556,0.065877
2599,0.052627
2642,0.080018
2685,0.044283
2728,0.083596
2771,0.050002
2814,0.069408
2857,0.069596
2900,0.050845
2942,0.081346
2985,0.044095
3027,0.083815
3070,0.049548
3113,0.074393
3156,0.064158
3199,0.053783
3242,0.082081
3284,0.044017
3327,0.083518
3370,0.047626
3413,0.075237
3456,0.061924
3499,0.055361
3541,0.079081
3584,0.045548
3626,0.084346
3669,0.044642
3712,0.081159
3754,0.051673
3797,0.070815
3839,0.064455
3882,0.057752
3924,0.076362
3967,0.047173
4009,0.083503
4052,0.043704
4094,0.082971
4137,0.049001
4179,0.074377
4222,0.059736
4264,0.061314
4307,0.072752
4350,0.049345
4392,0.082096
4435,0.043876
4477,0.083924
4520,0.046876
4562,0.077205
4605,0.056892
4647,0.064689
4690,0.070862
4732,0.051611
4775,0.081346
4818,0.044267
4860,0.084331
4903,0.046126
4945,0.077643
4988,0.056502
