0,0.077362
43,0.065736
86,0.055814
129,0.080034
171,0.044845
214,0.086831
256,0.042892
298,0.085815
341,0.051627
384,0.071674
426,0.064096
469,0.056861
512,0.078112
554,0.045798
597,0.08605
640,0.043267
682,0.084096
724,0.049642
767,0.07158
810,0.064721
852,0.057471
895,0.077612
937,0.046861
980,0.085565
1022,0.042892
1065,0.084128
1108,0.049595
1150,0.074268
1193,0.064455
1236,0.057799
1278,0.076034
1321,0.046611
1363,0.085065
1406,0.043017
1448,0.084924
1491,0.050408
1534,0.071643
1576,0.062658
1619,0.057205
1661,0.076424
1704,0.047298
1746,0.084565
1789,0.043126
1832,0.084612
1874,0.048001
1917,0.073315
1959,0.06233
2002,0.060158
2044,0.076362
2087,0.048345
2129,0.083534
2172,0.043829
2214,0.086534
2256,0.044251
2299,0.083362
2341,0.05072
2384,0.073721
2426,0.060455
2468,0.061346
2511,0.073237
2553,0.051439
2595,0.081362
2638,0.044079
2680,0.086284
2722,0.042829
2765,0.084878
2807,0.047673
2850,0.078065
2892,0.055908
2934,0.065565
2977,0.068768
3019,0.055799
3062,0.079065
3104,0.046517
3146,0.084581
3189,0.043048
3231,0.085596
3273,0.045158
3315,0.081752
3358,0.054439
3401,0.069643
3443,0.065252
3486,0.056236
3528,0.077862
3570,0.047361
3613,0.084659
3655,0.04322
3697,0.085878
3740,0.045376
3782,0.079112
3825,0.053955
3867,0.069377
3910,0.066736
3952,0.055877
3995,0.08244
4038,0.043064
4081,0.084299
4124,0.050345
4167,0.069549
4210,0.068815
4253,0.052705
4295,0.082581
4338,0.043048
4381,0.085503
4424,0.047236
4467,0.073737
4509,0.063877
4552,0.056033
4595,0.079315
4637,0.044642
4680,0.086518
4723,0.044626
4766,0.079034
4809,0.058424
4851,0.061721
4894,0.076018
4937,0.046845
4980,0.086065
