0,0.3578
133,0.3501
265,0.3446
398,0.3408
531,0.3432
663,0.3431
796,0.3678
929,0.3427
1062,0.3369
1194,0.345
1327,0.3446
1460,0.3361
1593,0.3354
1725,0.3357
1858,0.3406
1990,0.3468
2123,0.3525
2256,0.3567
2388,0.3564
2521,0.3614
2654,0.3676
2786,0.3573
2919,0.3425
3054,0.3461
3189,0.3411
3323,0.332
3457,0.3235
3591,0.3204
3726,0.3185
3860,0.2865
3994,0.309
