0,0.3351
132,0.3304
265,0.3373
398,0.3432
531,0.3431
663,0.3453
796,0.3552
929,0.3575
1061,0.3572
1194,0.3611
1326,0.3639
1459,0.3598
1592,0.3668
1725,0.354
1857,0.3497
1990,0.338
2123,0.3378
2255,0.3387
2388,0.3274
2520,0.3225
2653,0.3316
2785,0.3224
2918,0.3295
3051,0.3352
3183,0.3457
3316,0.3426
3449,0.3431
3581,0.3622
3714,0.357
3846,0.3594
3979,0.3566
4111,0.359
4244,0.355
4377,0.368
4509,0.3579
4642,0.3502
4775,0.3416
4908,0.3396
5042,0.3366
5176,0.336
5311,0.339
5445,0.346
5579,0.3491
5714,0.338
5848,0.3378
5983,0.3368
6117,0.33
6251,0.3193
6386,0.3155
6520,0.3137
6654,0.319
6787,0.3154
6921,0.308
7056,0.311
7190,0.3103
7325,0.3126
7459,0.3263
7594,0.3368
7727,0.3409
7862,0.3396
7997,0.3447
8132,0.3485
8266,0.3437
8400,0.3381
8534,0.3335
8669,0.3501
8802,0.3231
8937,0.3137
9071,0.3154
9205,0.3141
9339,0.3159
9473,0.3032
9607,0.3082
9741,0.3111
9876,0.3292
10010,0.3188
10145,0.33
10279,0.341
10414,0.3477
10548,0.3457
10683,0.3424
10817,0.3418
10951,0.3392
11085,0.3337
11219,0.3296
11353,0.3214
11487,0.3175
11621,0.3099
11755,0.3135
11889,0.3111
12023,0.3033
12157,0.2984
12292,0.3045
12426,0.3097
12561,0.3306
12695,0.3244
12829,0.3241
12964,0.3386
13098,0.337
13233,0.3458
13367,0.3451
13501,0.3471
13635,0.338
13769,0.3359
13903,0.3334
14038,0.3247
14172,0.316
14306,0.3093
14440,0.3102
14575,0.3101
14709,0.3042
14843,0.3005
14978,0.3064
15112,0.3199
15247,0.4239
15381,0.3345
15515,0.3295
15650,0.3412
15784,0.3444
15918,0.3456
16052,0.3413
16186,0.3417
16320,0.342
16454,0.3324
16588,0.3271
16723,0.3258
16857,0.3169
16991,0.3112
17126,0.311
17260,0.3093
17394,0.3043
17529,0.3067
17663,0.315
17798,0.3225
17932,0.3309
18067,0.3329
18201,0.3545
18336,0.3773
18470,0.3486
18605,0.3376
18739,0.3316
18874,0.3273
19009,0.3201
19143,0.3084
19278,0.3028
19412,0.3045
19547,0.3102
19681,0.3143
19816,0.3241
19950,0.3338
20085,0.3425
20219,0.3419
20353,0.3439
20488,0.3452
20622,0.3444
20757,0.3374
20891,0.3241
21026,0.3201
21161,0.3112
21295,0.3068
21430,0.3017
21564,0.3136
21698,0.3063
21832,0.3191
21966,0.318
22101,0.327
22236,0.3388
22370,0.3441
22504,0.3432
22639,0.3415
22774,0.3395
